codice_scuola|anno_corso|scuola|regione|nazionale
"TOTF01201A"|2|39.6|29.6|31.8
"TOTF01201A"|3|34.4|30.1|33.7
"TOTF01201A"|4|50.7|31.4|33.8
"TOTF013016"|1|36.1|28.1|29.7
"TOTF013016"|2|30.4|29.6|31.8
"TOTF013016"|3|45.6|30.1|33.7
"TOTF013016"|4|35.3|31.4|33.8
"TOTF014012"|1|22.2|28.1|29.7
"TOTF014012"|2|34.2|29.6|31.8
"TOTF014012"|3|36.2|30.1|33.7
"TOTF014012"|4|27.4|31.4|33.8
"TOTF01601N"|1|32.6|28.1|29.7
"TOTF01601N"|2|30.5|29.6|31.8
"TOTF01601N"|3|30.9|30.1|33.7
"TOTF01601N"|4|39.4|31.4|33.8
"TOTF01701D"|1|25.4|28.1|29.7
"TOTF01701D"|2|27.1|29.6|31.8
"TOTF01701D"|3|29.1|30.1|33.7
"TOTF01701D"|4|33.3|31.4|33.8
"TOTF027014"|1|28.4|28.1|29.7
"TOTF027014"|2|24.1|29.6|31.8
"TOTF027014"|3|47.8|30.1|33.7
"TOTF027014"|4|51.3|31.4|33.8
"TOTF04000D"|1|27.3|28.1|29.7
"TOTF04000D"|2|28.9|29.6|31.8
"TOTF04000D"|3|39.4|30.1|33.7
"TOTF04000D"|4|33.5|31.4|33.8
"TOTF04101A"|1|39.5|28.1|29.7
"TOTF04101A"|2|39.6|29.6|31.8
"TOTF04101A"|3|32.1|30.1|33.7
"TOTF04101A"|4|43.4|31.4|33.8
"TOTF043012"|1|36.7|28.1|29.7
"TOTF043012"|2|19.9|29.6|31.8
"TOTF043012"|3|32.4|30.1|33.7
"TOTF043012"|4|31.3|31.4|33.8
"TOTF04601D"|1|31|28.1|29.7
"TOTF04601D"|2|30.2|29.6|31.8
"TOTF04601D"|3|34.4|30.1|33.7
"TOTF04601D"|4|23.4|31.4|33.8
"TOTF047019"|1|38.7|28.1|29.7
"TOTF047019"|2|46|29.6|31.8
"TOTF047019"|3|50|30.1|33.7
"TOTF047019"|4|49|31.4|33.8
"TOTF070009"|1|30.7|28.1|29.7
"TOTF070009"|2|37.6|29.6|31.8
"TOTF070009"|3|30.3|30.1|33.7
"TOTF070009"|4|35.9|31.4|33.8
"TOTF10000X"|1|34.3|28.1|29.7
"TOTF10000X"|2|39|29.6|31.8
"TOTF10000X"|3|29.3|30.1|33.7
"TOTF10000X"|4|37|31.4|33.8
"TOTF14000A"|1|27.6|28.1|29.7
"TOTF14000A"|2|33.8|29.6|31.8
"TOTF14000A"|3|33.5|30.1|33.7
"TOTF14000A"|4|38.5|31.4|33.8
"TOTF220002"|1|30.2|28.1|29.7
"TOTF220002"|2|54.6|29.6|31.8
"TOTF220002"|3|46.4|30.1|33.7
"TOTF220002"|4|30.6|31.4|33.8
"TOTL02000C"|1|33.8|28.1|29.7
"TOTL02000C"|2|31.1|29.6|31.8
"TOTL02000C"|3|35|30.1|33.7
"TOTL02000C"|4|38.7|31.4|33.8
"TOTL022015"|1|36.1|28.1|29.7
"TOTL022015"|2|36.6|29.6|31.8
"TOTL022015"|3|36|30.1|33.7
"TOTL022015"|4|45.9|31.4|33.8
"TOTL036013"|1|30.9|28.1|29.7
"TOTL036013"|2|30.4|29.6|31.8
"TOTL036013"|3|38.7|30.1|33.7
"TOTL036013"|4|20|31.4|33.8
"TOTL03701V"|1|38.8|28.1|29.7
"TOTL03701V"|2|16.4|29.6|31.8
"TOTL03701V"|3|31.3|30.1|33.7
"TOTL03701V"|4|42.2|31.4|33.8
"TOTN039012"|1|25|28.1|29.7
"TOTN039012"|2|25|29.6|31.8
"TOTN039012"|3|26.3|30.1|33.7
"TOTN039012"|4|16.7|31.4|33.8
"TPPC00101L"|1|34.6|21.9|23.8
"TPPC00101L"|2|12.5|21.4|24.4
"TPPC00101L"|3|28.1|22.1|24.2
"TPPC00101L"|4|19.6|18.8|21.4
"TPPC00201C"|1|11.1|21.9|23.8
"TPPC00201C"|2|8.3|21.4|24.4
"TPPC00201C"|3|25.7|22.1|24.2
"TPPC00201C"|4|23.3|18.8|21.4
"TPPC00801B"|1|18.4|21.9|23.8
"TPPC00801B"|2|23.1|21.4|24.4
"TPPC00801B"|3|20.6|22.1|24.2
"TPPC00801B"|4|36.7|18.8|21.4
"TPPC009017"|1|17.6|21.9|23.8
"TPPC009017"|2|18.8|21.4|24.4
"TPPC009017"|3|15.9|22.1|24.2
"TPPC009017"|4|21.3|18.8|21.4
"TPPC011017"|1|25.4|21.9|23.8
"TPPC011017"|2|8.2|21.4|24.4
"TPPC011017"|3|9.1|22.1|24.2
"TPPC011017"|4|3.4|18.8|21.4
"TPPC05000R"|1|32.7|21.9|23.8
"TPPC05000R"|2|18.6|21.4|24.4
"TPPC05000R"|3|15.2|22.1|24.2
"TPPC05000R"|4|21.1|18.8|21.4
"TPPC070002"|1|31.8|21.9|23.8
"TPPC070002"|2|16.9|21.4|24.4
"TPPC070002"|3|0|22.1|24.2
"TPPC070002"|4|1.5|18.8|21.4
"TPPM004018"|1|18.2|21.9|23.8
"TPPM004018"|2|25.9|21.4|24.4
"TPPM004018"|3|33.3|22.1|24.2
"TPPM004018"|4|26.7|18.8|21.4
"TPPM00701Q"|1|18.3|21.9|23.8
"TPPM00701Q"|2|6|21.4|24.4
"TPPM00701Q"|3|21.5|22.1|24.2
"TPPM00701Q"|4|20|18.8|21.4
"TPPM01101B"|1|30|21.9|23.8
"TPPM01101B"|2|49.1|21.4|24.4
"TPPM01101B"|3|24.7|22.1|24.2
"TPPM01101B"|4|25|18.8|21.4
"TPPM03000Q"|1|28.8|21.9|23.8
"TPPM03000Q"|2|29.7|21.4|24.4
"TPPM03000Q"|3|21.8|22.1|24.2
"TPPM03000Q"|4|19.7|18.8|21.4
"TPPM04000A"|1|21.6|21.9|23.8
"TPPM04000A"|2|15|21.4|24.4
"TPPM04000A"|3|22.8|22.1|24.2
"TPPM04000A"|4|20|18.8|21.4
"TPPM050001"|1|31.4|21.9|23.8
"TPPM050001"|2|32.7|21.4|24.4
"TPPM050001"|3|37.3|22.1|24.2
"TPPM050001"|4|23.4|18.8|21.4
"TPPS00901A"|1|18.5|21.9|23.8
"TPPS00901A"|2|19.6|21.4|24.4
"TPPS00901A"|3|20|22.1|24.2
"TPPS00901A"|4|29.6|18.8|21.4
"TPPS03000P"|1|10.3|21.9|23.8
"TPPS03000P"|2|11|21.4|24.4
"TPPS03000P"|3|11.2|22.1|24.2
"TPPS03000P"|4|8.7|18.8|21.4
"TPPS10000Q"|1|18.3|21.9|23.8
"TPPS10000Q"|2|12.4|21.4|24.4
"TPPS10000Q"|3|9|22.1|24.2
"TPPS10000Q"|4|7.1|18.8|21.4
"TPPS11000A"|1|25.1|21.9|23.8
"TPPS11000A"|2|21.4|21.4|24.4
"TPPS11000A"|3|25.3|22.1|24.2
"TPPS11000A"|4|32.4|18.8|21.4
"TPPS120001"|1|9.6|21.9|23.8
"TPPS120001"|2|16.8|21.4|24.4
"TPPS120001"|3|9.1|22.1|24.2
"TPPS120001"|4|6.8|18.8|21.4
"TPRA01201Q"|1|31.9|25|28.8
"TPRA01201Q"|2|28|27.9|33
"TPRA01201Q"|3|||
"TPRA01201Q"|4|0|27.9|30.7
"TPRA01301G"|1|37.8|25|28.8
"TPRA01301G"|2|26|27.9|33
"TPRA01301G"|3|||
"TPRA01301G"|4|45.3|27.9|30.7
"TPRC01701T"|1|16.3|25|28.8
"TPRC01701T"|2|26.7|27.9|33
"TPRC01701T"|3|||
"TPRC01701T"|4|24|27.9|30.7
"TPRC02000L"|1|24.7|25|28.8
"TPRC02000L"|2|31.1|27.9|33
"TPRC02000L"|3|||
"TPRC02000L"|4|45.9|27.9|30.7
"TPRC02101D"|1|43.6|25|28.8
"TPRC02101D"|2|51.2|27.9|33
"TPRC02101D"|3|||
"TPRC02101D"|4|27.6|27.9|30.7
"TPRH02000T"|1|15.4|25|28.8
"TPRH02000T"|2|22.1|27.9|33
"TPRH02000T"|3|||
"TPRH02000T"|4|23.7|27.9|30.7
"TPRH040003"|1|22.5|25|28.8
"TPRH040003"|2|29.9|27.9|33
"TPRH040003"|3|||
"TPRH040003"|4|25.5|27.9|30.7
"TPRI001011"|1|33.3|25|28.8
"TPRI001011"|2|50|27.9|33
"TPRI001011"|3|||
"TPRI001011"|4|56.7|27.9|30.7
"TPRI00201R"|1|41.9|25|28.8
"TPRI00201R"|2|42.9|27.9|33
"TPRI00201R"|3|||
"TPRI00201R"|4|46.2|27.9|30.7
"TPRI013017"|1|36.4|25|28.8
"TPRI013017"|2|47.8|27.9|33
"TPRI013017"|3|||
"TPRI013017"|4|47.6|27.9|30.7
"TPRI019016"|1|37.9|25|28.8
"TPRI019016"|2|21.8|27.9|33
"TPRI019016"|3|||
"TPRI019016"|4|46.9|27.9|30.7
"TPRM008017"|1|33.3|25|28.8
"TPRM008017"|2|45.5|27.9|33
"TPRM008017"|3|||
"TPRM008017"|4|26.7|27.9|30.7
"TPRM01401E"|1|19.2|25|28.8
"TPRM01401E"|2|12.1|27.9|33
"TPRM01401E"|3|||
"TPRM01401E"|4|0|27.9|30.7
"TPSL020001"|1|24|25.2|30.6
"TPSL020001"|2|31.1|28.8|30.9
"TPSL020001"|3|33.3|28.6|29.5
"TPSL020001"|4|20|25.2|27.2
"TPTA01201G"|1|23.1|28.5|29.7
"TPTA01201G"|2|47.8|32.1|31.8
"TPTA01201G"|3|33.3|34|33.7
"TPTA01201G"|4|9.1|34.6|33.8
"TPTD00201B"|1|27.3|28.5|29.7
"TPTD00201B"|2|23.7|32.1|31.8
"TPTD00201B"|3|45.8|34|33.7
"TPTD00201B"|4|27.9|34.6|33.8
"TPTD004013"|1|34.2|28.5|29.7
"TPTD004013"|2|16.2|32.1|31.8
"TPTD004013"|3|25|34|33.7
"TPTD004013"|4|21.4|34.6|33.8
"TPTD00701E"|1|20.8|28.5|29.7
"TPTD00701E"|2|48.5|32.1|31.8
"TPTD00701E"|3|40.7|34|33.7
"TPTD00701E"|4|35|34.6|33.8
"TPTD00801A"|1|||
"TPTD00801A"|2|||
"TPTD00801A"|3|||
"TPTD00801A"|4|14.3|34.6|33.8
"TPTD00802B"|1|32.7|28.5|29.7
"TPTD00802B"|2|29.2|32.1|31.8
"TPTD00802B"|3|20|34|33.7
"TPTD00802B"|4|16.7|34.6|33.8
"TPTD02000X"|1|30.9|28.5|29.7
"TPTD02000X"|2|36.2|32.1|31.8
"TPTD02000X"|3|28.8|34|33.7
"TPTD02000X"|4|30.7|34.6|33.8
"TPTD02101R"|1|30.9|28.5|29.7
"TPTD02101R"|2|35.8|32.1|31.8
"TPTD02101R"|3|33.8|34|33.7
"TPTD02101R"|4|45.6|34.6|33.8
"TPTD03000E"|1|20|28.5|29.7
"TPTD03000E"|2|23.4|32.1|31.8
"TPTD03000E"|3|31.4|34|33.7
"TPTD03000E"|4|25.9|34.6|33.8
"TPTD040005"|1|19.5|28.5|29.7
"TPTD040005"|2|22.2|32.1|31.8
"TPTD040005"|3|26.1|34|33.7
"TPTD040005"|4|21.2|34.6|33.8
"TPTD05000Q"|1|32.6|28.5|29.7
"TPTD05000Q"|2|39.7|32.1|31.8
"TPTD05000Q"|3|35.4|34|33.7
"TPTD05000Q"|4|32.8|34.6|33.8
"TPTD090006"|1|17.9|28.5|29.7
"TPTD090006"|2|36.8|32.1|31.8
"TPTD090006"|3|31|34|33.7
"TPTD090006"|4|37.8|34.6|33.8
"TPTD090017"|1|32.3|28.5|29.7
"TPTD090017"|2|28.6|32.1|31.8
"TPTD090017"|3|5.3|34|33.7
"TPTD090017"|4|4.5|34.6|33.8
"TPTF01401X"|1|28.7|28.5|29.7
"TPTF01401X"|2|35.9|32.1|31.8
"TPTF01401X"|3|24.4|34|33.7
"TPTF01401X"|4|29|34.6|33.8
"TPTF01701B"|1|17.1|28.5|29.7
"TPTF01701B"|2|28.8|32.1|31.8
"TPTF01701B"|3|28.8|34|33.7
"TPTF01701B"|4|54.1|34.6|33.8
"TPTF018017"|1|22|28.5|29.7
"TPTF018017"|2|22.3|32.1|31.8
"TPTF018017"|3|41.6|34|33.7
"TPTF018017"|4|48.6|34.6|33.8
"TPTH01801P"|1|30.6|28.5|29.7
"TPTH01801P"|2|39|32.1|31.8
"TPTH01801P"|3|44.9|34|33.7
"TPTH01801P"|4|42.3|34.6|33.8
"TPTL019017"|1|35.9|28.5|29.7
"TPTL019017"|2|27.5|32.1|31.8
"TPTL019017"|3|27.3|34|33.7
"TPTL019017"|4|37.2|34.6|33.8
"TPTL02000A"|1|33.3|28.5|29.7
"TPTL02000A"|2|29.2|32.1|31.8
"TPTL02000A"|3|39|34|33.7
"TPTL02000A"|4|61.7|34.6|33.8
"TPTL02001B"|1|39.5|28.5|29.7
"TPTL02001B"|2|31|32.1|31.8
"TPTL02001B"|3|39.4|34|33.7
"TPTL02001B"|4|30.8|34.6|33.8
"TRPC00201N"|1|25|21.1|23.8
"TRPC00201N"|2|31.3|18.8|24.4
"TRPC00201N"|3|10.6|18.8|24.2
"TRPC00201N"|4|7.9|17|21.4
"TRPC020006"|1|15.6|21.1|23.8
"TRPC020006"|2|22.5|18.8|24.4
"TRPC020006"|3|19.7|18.8|24.2
"TRPC020006"|4|15|17|21.4
"TRPM001012"|1|19.6|21.1|23.8
"TRPM001012"|2|34.3|18.8|24.4
"TRPM001012"|3|24.2|18.8|24.2
"TRPM001012"|4|7.3|17|21.4
"TRPM01000Q"|1|26.4|21.1|23.8
"TRPM01000Q"|2|20.6|18.8|24.4
"TRPM01000Q"|3|22.8|18.8|24.2
"TRPM01000Q"|4|11.4|17|21.4
"TRPS001011"|1|16.3|21.1|23.8
"TRPS001011"|2|21.2|18.8|24.4
"TRPS001011"|3|33|18.8|24.2
"TRPS001011"|4|28.6|17|21.4
"TRPS01000P"|1|10.8|21.1|23.8
"TRPS01000P"|2|11.3|18.8|24.4
"TRPS01000P"|3|9.2|18.8|24.2
"TRPS01000P"|4|16|17|21.4
"TRPS020009"|1|22.4|21.1|23.8
"TRPS020009"|2|21.7|18.8|24.4
"TRPS020009"|3|17.6|18.8|24.2
"TRPS020009"|4|18.9|17|21.4
"TRPS03000X"|1|20.5|21.1|23.8
"TRPS03000X"|2|28.1|18.8|24.4
"TRPS03000X"|3|23.3|18.8|24.2
"TRPS03000X"|4|21.8|17|21.4
"TRRH00701N"|1|29.9|28.2|28.8
"TRRH00701N"|2|43.8|32.6|33
"TRRH00701N"|3|||
"TRRH00701N"|4|25.9|21.7|30.7
"TRRI00301T"|1|14|28.2|28.8
"TRRI00301T"|2|11.4|32.6|33
"TRRI00301T"|3|||
"TRRI00301T"|4|18.8|21.7|30.7
"TRRI006019"|1|0|28.2|28.8
"TRRI006019"|2|||
"TRRI006019"|3|||
"TRRI006019"|4|||
"TRRI030005"|1|30.9|28.2|28.8
"TRRI030005"|2|33.3|32.6|33
"TRRI030005"|3|||
"TRRI030005"|4|4.9|21.7|30.7
"TRSD002017"|1|20.4|26.6|30.6
"TRSD002017"|2|28.3|29.2|30.9
"TRSD002017"|3|5.4|25.4|29.5
"TRSD002017"|4|28.1|28.3|27.2
"TRSD00401V"|1|34.4|26.6|30.6
"TRSD00401V"|2|40.8|29.2|30.9
"TRSD00401V"|3|32.4|25.4|29.5
"TRSD00401V"|4|27.7|28.3|27.2
"TRTD00301C"|1|39.3|29.3|29.7
"TRTD00301C"|2|38.1|29.6|31.8
"TRTD00301C"|3|39.4|31.4|33.7
"TRTD00301C"|4|26.1|32.6|33.8
"TRTD00601X"|1|3.7|29.3|29.7
"TRTD00601X"|2|12.5|29.6|31.8
"TRTD00601X"|3|34.4|31.4|33.7
"TRTD00601X"|4|21.1|32.6|33.8
"TRTD006021"|1|15.6|29.3|29.7
"TRTD006021"|2|7.9|29.6|31.8
"TRTD006021"|3|35.6|31.4|33.7
"TRTD006021"|4|28.6|32.6|33.8
"TRTD00701Q"|1|32.9|29.3|29.7
"TRTD00701Q"|2|27|29.6|31.8
"TRTD00701Q"|3|20.6|31.4|33.7
"TRTD00701Q"|4|26|32.6|33.8
"TRTF006016"|1|62.5|29.3|29.7
"TRTF006016"|2|66.7|29.6|31.8
"TRTF006016"|3|46.7|31.4|33.7
"TRTF006016"|4|50|32.6|33.8
"TRTF02000B"|1|38.1|29.3|29.7
"TRTF02000B"|2|43.4|29.6|31.8
"TRTF02000B"|3|28.6|31.4|33.7
"TRTF02000B"|4|40|32.6|33.8
"TRTL001017"|1|44.7|29.3|29.7
"TRTL001017"|2|38.5|29.6|31.8
"TRTL001017"|3|42.1|31.4|33.7
"TRTL001017"|4|48.5|32.6|33.8
"TRTL00401P"|1|37.5|29.3|29.7
"TRTL00401P"|2|45.1|29.6|31.8
"TRTL00401P"|3|34.7|31.4|33.7
"TRTL00401P"|4|44.4|32.6|33.8
"TSPC00401R"|1|15.4|25.6|23.8
"TSPC00401R"|2|24.4|25.5|24.4
"TSPC00401R"|3|9.5|25.9|24.2
"TSPC00401R"|4|19.3|23.2|21.4
"TSPC02000N"|1|22.8|25.6|23.8
"TSPC02000N"|2|22.4|25.5|24.4
"TSPC02000N"|3|25.4|25.9|24.2
"TSPC02000N"|4|18.9|23.2|21.4
"TSPM004011"|1|32.3|25.6|23.8
"TSPM004011"|2|29.5|25.5|24.4
"TSPM004011"|3|33.1|25.9|24.2
"TSPM004011"|4|27.7|23.2|21.4
"TSPM02000T"|1|21.1|25.6|23.8
"TSPM02000T"|2|21.4|25.5|24.4
"TSPM02000T"|3|8.7|25.9|24.2
"TSPM02000T"|4|9.4|23.2|21.4
"TSPS010006"|1|11.9|25.6|23.8
"TSPS010006"|2|3|25.5|24.4
"TSPS010006"|3|13.2|25.9|24.2
"TSPS010006"|4|6.5|23.2|21.4
"TSPS02000R"|1|25.1|25.6|23.8
"TSPS02000R"|2|31.8|25.5|24.4
"TSPS02000R"|3|31.1|25.9|24.2
"TSPS02000R"|4|30.7|23.2|21.4
"TSPS03000B"|1|25.6|25.6|23.8
"TSPS03000B"|2|27.3|25.5|24.4
"TSPS03000B"|3|23|25.9|24.2
"TSPS03000B"|4|29.6|23.2|21.4
"TSRC001011"|1|24.2|31.1|28.8
"TSRC001011"|2|18.2|35|33
"TSRC001011"|3|||
"TSRC001011"|4|26.4|33|30.7
"TSRI00201D"|1|21.2|31.1|28.8
"TSRI00201D"|2|46.2|35|33
"TSRI00201D"|3|||
"TSRI00201D"|4|||
"TSRI003019"|1|||
"TSRI003019"|2|42.9|35|33
"TSRI003019"|3|||
"TSRI003019"|4|60|33|30.7
"TSRI01000B"|1|58.8|31.1|28.8
"TSRI01000B"|2|26.8|35|33
"TSRI01000B"|3|||
"TSRI01000B"|4|43.6|33|30.7
"TSSD01000L"|1|45.5|36.7|30.6
"TSSD01000L"|2|29.8|34|30.9
"TSSD01000L"|3|24.2|33.6|29.5
"TSSD01000L"|4|42.1|35.4|27.2
"TSTD001018"|1|27.5|31.4|29.7
"TSTD001018"|2|29.2|33.4|31.8
"TSTD001018"|3|32|33.5|33.7
"TSTD001018"|4|30.7|33.7|33.8
"TSTD030007"|1|38.9|31.4|29.7
"TSTD030007"|2|41.2|33.4|31.8
"TSTD030007"|3|47.1|33.5|33.7
"TSTD030007"|4|18.5|33.7|33.8
"TSTE01000D"|1|38.6|31.4|29.7
"TSTE01000D"|2|40|33.4|31.8
"TSTE01000D"|3|32.1|33.5|33.7
"TSTE01000D"|4|28.8|33.7|33.8
"TSTF003016"|1|22.2|31.4|29.7
"TSTF003016"|2|||
"TSTF003016"|3|||
"TSTF003016"|4|||
"TSTF010008"|1|40.5|31.4|29.7
"TSTF010008"|2|27.2|33.4|31.8
"TSTF010008"|3|32.4|33.5|33.7
"TSTF010008"|4|40|33.7|33.8
"TSTH00201T"|1|27.8|31.4|29.7
"TSTH00201T"|2|34.9|33.4|31.8
"TSTH00201T"|3|41.2|33.5|33.7
"TSTH00201T"|4|42|33.7|33.8
"TSTL01000C"|1|38.3|31.4|29.7
"TSTL01000C"|2|39.7|33.4|31.8
"TSTL01000C"|3|20.8|33.5|33.7
"TSTL01000C"|4|35.3|33.7|33.8
"TVPC00201V"|1|33.3|24|23.8
"TVPC00201V"|2|29.8|26.3|24.4
"TVPC00201V"|3|25|24.8|24.2
"TVPC00201V"|4|12.8|23.1|21.4
"TVPC00301P"|1|16|24|23.8
"TVPC00301P"|2|29|26.3|24.4
"TVPC00301P"|3|23.5|24.8|24.2
"TVPC00301P"|4|22.6|23.1|21.4
"TVPC00401E"|1|29.7|24|23.8
"TVPC00401E"|2|45.6|26.3|24.4
"TVPC00401E"|3|27.3|24.8|24.2
"TVPC00401E"|4|31.6|23.1|21.4
"TVPC01000R"|1|19.8|24|23.8
"TVPC01000R"|2|20.2|26.3|24.4
"TVPC01000R"|3|22.1|24.8|24.2
"TVPC01000R"|4|18.4|23.1|21.4
"TVPC01101N"|1|24.2|24|23.8
"TVPC01101N"|2|34.5|26.3|24.4
"TVPC01101N"|3|31.4|24.8|24.2
"TVPC01101N"|4|15.4|23.1|21.4
"TVPC02000B"|1|25.8|24|23.8
"TVPC02000B"|2|28|26.3|24.4
"TVPC02000B"|3|25|24.8|24.2
"TVPC02000B"|4|10.7|23.1|21.4
"TVPC021018"|1|20|24|23.8
"TVPC021018"|2|18|26.3|24.4
"TVPC021018"|3|20.4|24.8|24.2
"TVPC021018"|4|7.5|23.1|21.4
"TVPC120008"|1|23.3|24|23.8
"TVPC120008"|2|34.8|26.3|24.4
"TVPC120008"|3|32.3|24.8|24.2
"TVPC120008"|4|28.1|23.1|21.4
"TVPM001017"|1|29.5|24|23.8
"TVPM001017"|2|21.4|26.3|24.4
"TVPM001017"|3|20.5|24.8|24.2
"TVPM001017"|4|16.5|23.1|21.4
"TVPM010001"|1|27.2|24|23.8
"TVPM010001"|2|30.3|26.3|24.4
"TVPM010001"|3|25.6|24.8|24.2
"TVPM010001"|4|23.6|23.1|21.4
"TVPM02000G"|1|36|24|23.8
"TVPM02000G"|2|26.8|26.3|24.4
"TVPM02000G"|3|25.3|24.8|24.2
"TVPM02000G"|4|20.7|23.1|21.4
"TVPS002012"|1|24.8|24|23.8
"TVPS002012"|2|28.1|26.3|24.4
"TVPS002012"|3|25.8|24.8|24.2
"TVPS002012"|4|24|23.1|21.4
"TVPS00301T"|1|21.3|24|23.8
"TVPS00301T"|2|25.8|26.3|24.4
"TVPS00301T"|3|28.6|24.8|24.2
"TVPS00301T"|4|34.7|23.1|21.4
"TVPS01000X"|1|20.9|24|23.8
"TVPS01000X"|2|26.5|26.3|24.4
"TVPS01000X"|3|19.3|24.8|24.2
"TVPS01000X"|4|17.5|23.1|21.4
"TVPS01101R"|1|28.2|24|23.8
"TVPS01101R"|2|17.6|26.3|24.4
"TVPS01101R"|3|35.6|24.8|24.2
"TVPS01101R"|4|22.1|23.1|21.4
"TVPS04000Q"|1|30.1|24|23.8
"TVPS04000Q"|2|30.6|26.3|24.4
"TVPS04000Q"|3|28.2|24.8|24.2
"TVPS04000Q"|4|17.6|23.1|21.4
"TVRA00802G"|1|32.7|33.4|28.8
"TVRA00802G"|2|36.6|36.6|33
"TVRA00802G"|3|||
"TVRA00802G"|4|22.6|33|30.7
"TVRA00803L"|1|25.8|33.4|28.8
"TVRA00803L"|2|28.1|36.6|33
"TVRA00803L"|3|||
"TVRA00803L"|4|13.9|33|30.7
"TVRA018015"|1|40.3|33.4|28.8
"TVRA018015"|2|44.7|36.6|33
"TVRA018015"|3|||
"TVRA018015"|4|25.8|33|30.7
"TVRA018026"|1|32.6|33.4|28.8
"TVRA018026"|2|32.4|36.6|33
"TVRA018026"|3|||
"TVRA018026"|4|23.8|33|30.7
"TVRC00601T"|1|36|33.4|28.8
"TVRC00601T"|2|36.3|36.6|33
"TVRC00601T"|3|||
"TVRC00601T"|4|38.9|33|30.7
"TVRC009019"|1|29.8|33.4|28.8
"TVRC009019"|2|36.4|36.6|33
"TVRC009019"|3|||
"TVRC009019"|4|28.2|33|30.7
"TVRC01601C"|1|31.7|33.4|28.8
"TVRC01601C"|2|27.2|36.6|33
"TVRC01601C"|3|||
"TVRC01601C"|4|27.6|33|30.7
"TVRC02201Q"|1|43.1|33.4|28.8
"TVRC02201Q"|2|58.1|36.6|33
"TVRC02201Q"|3|||
"TVRC02201Q"|4|40.2|33|30.7
"TVRF016016"|1|29.3|33.4|28.8
"TVRF016016"|2|43.8|36.6|33
"TVRF016016"|3|||
"TVRF016016"|4|30|33|30.7
"TVRF017012"|1|20.7|33.4|28.8
"TVRF017012"|2|24.2|36.6|33
"TVRF017012"|3|||
"TVRF017012"|4|2.6|33|30.7
"TVRH01000N"|1|39.3|33.4|28.8
"TVRH01000N"|2|35.2|36.6|33
"TVRH01000N"|3|||
"TVRH01000N"|4|44.1|33|30.7
"TVRH01001P"|1|36.9|33.4|28.8
"TVRH01001P"|2|48.4|36.6|33
"TVRH01001P"|3|||
"TVRH01001P"|4|37.2|33|30.7
"TVRH03000V"|1|29.2|33.4|28.8
"TVRH03000V"|2|36.3|36.6|33
"TVRH03000V"|3|||
"TVRH03000V"|4|43.8|33|30.7
"TVRH06000P"|1|24.7|33.4|28.8
"TVRH06000P"|2|29.4|36.6|33
"TVRH06000P"|3|||
"TVRH06000P"|4|30.4|33|30.7
"TVRI00601E"|1|30.4|33.4|28.8
"TVRI00601E"|2|15.8|36.6|33
"TVRI00601E"|3|||
"TVRI00601E"|4|0|33|30.7
"TVRI00701A"|1|41.4|33.4|28.8
"TVRI00701A"|2|28.6|36.6|33
"TVRI00701A"|3|||
"TVRI00701A"|4|32.4|33|30.7
"TVRI010005"|1|35.2|33.4|28.8
"TVRI010005"|2|39.3|36.6|33
"TVRI010005"|3|||
"TVRI010005"|4|33.7|33|30.7
"TVRI02000Q"|1|35.6|33.4|28.8
"TVRI02000Q"|2|27.9|36.6|33
"TVRI02000Q"|3|||
"TVRI02000Q"|4|12.7|33|30.7
"TVRI040001"|1|36.1|33.4|28.8
"TVRI040001"|2|40.5|36.6|33
"TVRI040001"|3|||
"TVRI040001"|4|38.9|33|30.7
"TVRI05000G"|1|28.1|33.4|28.8
"TVRI05000G"|2|25|36.6|33
"TVRI05000G"|3|||
"TVRI05000G"|4|28.1|33|30.7
"TVSD01000A"|1|33.8|30.7|30.6
"TVSD01000A"|2|37.5|30.7|30.9
"TVSD01000A"|3|29.6|30.5|29.5
"TVSD01000A"|4|29.2|26.8|27.2
"TVSL01000R"|1|33.3|30.7|30.6
"TVSL01000R"|2|18.6|30.7|30.9
"TVSL01000R"|3|28.9|30.5|29.5
"TVSL01000R"|4|20.9|26.8|27.2
"TVTA00801A"|1|34.5|30.3|29.7
"TVTA00801A"|2|32.7|31|31.8
"TVTA00801A"|3|23.4|33|33.7
"TVTA00801A"|4|40|32.6|33.8
"TVTA018011"|1|41.3|30.3|29.7
"TVTA018011"|2|27|31|31.8
"TVTA018011"|3|17.9|33|33.7
"TVTA018011"|4|10.5|32.6|33.8
"TVTD007011"|1|27.1|30.3|29.7
"TVTD007011"|2|26.1|31|31.8
"TVTD007011"|3|23.1|33|33.7
"TVTD007011"|4|26.9|32.6|33.8
"TVTD00901L"|1|27.1|30.3|29.7
"TVTD00901L"|2|23.4|31|31.8
"TVTD00901L"|3|21.3|33|33.7
"TVTD00901L"|4|34.2|32.6|33.8
"TVTD01000Q"|1|23.6|30.3|29.7
"TVTD01000Q"|2|29.4|31|31.8
"TVTD01000Q"|3|33.5|33|33.7
"TVTD01000Q"|4|35.5|32.6|33.8
"TVTD04000G"|1|33.3|30.3|29.7
"TVTD04000G"|2|35.2|31|31.8
"TVTD04000G"|3|39.9|33|33.7
"TVTD04000G"|4|41.6|32.6|33.8
"TVTD06000R"|1|22.5|30.3|29.7
"TVTD06000R"|2|24.2|31|31.8
